class_label,LHS,RHS
non-phishing,200210010801.g9181aK15676,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209191756310.6216-100000,crank.slack.net
non-phishing,200210020803.g92835K31824,dogma.slashnull.org
non-phishing,200210050800.g9580tK02603,dogma.slashnull.org
non-phishing,5780619972.20020905101703,sandy.ru
non-phishing,45130FBE2F203649A4BABDB848A9C9D00E9C8A,enterprise.wasptech.com
non-phishing,200208222015.15926.neugens,libero.it
non-phishing,20020910005308.GA13905,frontier.limbo.net
non-phishing,200209240800.g8O80ZC26613,dogma.slashnull.org
non-phishing,200210010801.g9181mK15708,dogma.slashnull.org
non-phishing,3D971165.1CA9D617,endeavors.com
non-phishing,3D9A51BA.7090103,cse.ucsc.edu
non-phishing,20020829204345.91D1833986,LINPDC.eclipsys.qc.ca
non-phishing,200210080800.g98805K06013,dogma.slashnull.org
non-phishing,DD4216FF-B66F-11D6-837F-003065F93D3A,topsail.org
non-phishing,200208231109.g7NB9oq21542,dogma.slashnull.org
non-phishing,200209250800.g8P80LC18076,dogma.slashnull.org
non-phishing,200209042356.48124.nick,permflux.org
non-phishing,200209250800.g8P80OC18100,dogma.slashnull.org
non-phishing,E17kb3l-0002JD-01,cpu59.osdn.com
non-phishing,200209261528.g8QFSsg24511,dogma.slashnull.org
non-phishing,FJEOJLEKLOEKPMMADEJDMEJOCCAA.eugene,chiu.bz
non-phishing,16380000.1012934264,spawn.se7en.org
non-phishing,77205735221.20020905231659,magnesium.net
non-phishing,015401c26df8$40e8a2a0$0cb2fad8,DWM1
non-phishing,m2ptvbl0w7.fsf,maya.dyndns.org
non-phishing,200209240800.g8O80AC26560,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209071049200.13901-100000,isolnetsux.techmonkeys.net
non-phishing,20020201150022.B11472,cs.helsinki.fi
non-phishing,p05111a35b9bfe33f9362,[66.149.49.6]
non-phishing,377FE45E-D4A6-11D6-A377-000393D60714,jabber.org
non-phishing,200209261529.g8QFTPg24659,dogma.slashnull.org
non-phishing,200209111726.19845,malte.stretz.eu.org
non-phishing,200209101916.g8AJGJd17943,shelob.ce.ttu.edu
non-phishing,6853.1030345218,munnari.OZ.AU
non-phishing,200210070800.g9780nK23292,dogma.slashnull.org
non-phishing,20020822211425.849EB3F27,milou.dyndns.org
non-phishing,OFEGLPGPCHPACFLJPAILKEICECAA.macarthy,iol.ie
non-phishing,Pine.LNX.4.33.0209091305070.32400-100000,hydrogen.leitl.org
non-phishing,20020906102417.66047.qmail,web12102.mail.yahoo.com
non-phishing,200209300801.g8U81lg21373,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0210041014020.5103-100000,urgent.rug.ac.be
non-phishing,1030029953.13171.TMDA,deepeddy.vircio.com
non-phishing,20020910192046.66fe2b83.matthias,egwn.net
non-phishing,200210090800.g9980JK25152,dogma.slashnull.org
non-phishing,C5CA8EB6-B48C-11D6-B8E9-0030657C53EA,ianbell.com
non-phishing,20021008185652.19779.qmail,dag.newtech.fi
non-phishing,E17uNu9-00080c-01,cpu59.osdn.com
non-phishing,200209102131.RAA22275,blackcomb.panasas.com
non-phishing,ILEHJNJFPDLMDEKNIAKCKEJNCAAA.geege,barrera.org
non-phishing,Pine.BSO.4.44.0209191408190.6296-100000,crank.slack.net
non-phishing,ILEHJNJFPDLMDEKNIAKCKEFJCAAA.geege,barrera.org
non-phishing,200209261532.g8QFW9g25103,dogma.slashnull.org
non-phishing,000101c261d9$6ef54340$6401a8c0,MAX
non-phishing,200209270801.g8R81dg00964,dogma.slashnull.org
non-phishing,200209092006.g89K6dd15026,shelob.ce.ttu.edu
non-phishing,200210010801.g9181mK15705,dogma.slashnull.org
non-phishing,DAV37u72CQUe91PBX44000116fb,hotmail.com
non-phishing,200209270801.g8R81Ag00846,dogma.slashnull.org
non-phishing,1030037019.7938.TMDA,deepeddy.vircio.com
non-phishing,200210020800.g9280QK31674,dogma.slashnull.org
non-phishing,p04330137b98a941c58a8,[209.202.248.109]
non-phishing,20020908150126.44010C44D,argote.ch
non-phishing,Pine.BSO.4.44.0208231900430.16631-100000,crank.slack.net
non-phishing,OE34RTNyI0n0U79bhEG00007e21,hotmail.com
non-phishing,200209240800.g8O80AC26563,dogma.slashnull.org
non-phishing,p05111a20b9b6c2a2b66f,[66.149.49.6]
non-phishing,20020911215341.GA26384,iww.netfr.alcatel.fr
non-phishing,Pine.LNX.4.44.0209181207510.5112-100000,isolnetsux.techmonkeys.net
non-phishing,200210100800.g9A803K13838,dogma.slashnull.org
non-phishing,200209300800.g8U80Hg21172,dogma.slashnull.org
non-phishing,BCEFLMCEIJHPCPLGADJICEEICAAA.kialllists,redpie.com
non-phishing,E17yaEd-0000oR-00,rhenium.btinternet.com
non-phishing,200210040800.g9480fK08820,dogma.slashnull.org
non-phishing,200209242028.NAA07757,maltesecat
non-phishing,200209300801.g8U81og21388,dogma.slashnull.org
non-phishing,200210050800.g9580oK02570,dogma.slashnull.org
non-phishing,200210070800.g9780oK23299,dogma.slashnull.org
non-phishing,200209111842490186.010804ED,mail.attbi.com
non-phishing,200210010801.g91810K15443,dogma.slashnull.org
non-phishing,200210020802.g9282nK31793,dogma.slashnull.org
non-phishing,200208282039.25043.eh,mad.scientist.com
non-phishing,1033407397.13480.34.camel,avalon
non-phishing,20020206185152.E10950,pihlaja.kotilo
non-phishing,3D6CA2D5.B4EFBBC7,orchidserve.com
non-phishing,200210030802.g9382hK20068,dogma.slashnull.org
non-phishing,20021007185430.7c7e9245.matthias,rpmforge.net
non-phishing,200210030802.g9382IK20037,dogma.slashnull.org
non-phishing,p04310110b98ad11c7d13,[198.248.208.11]
non-phishing,002301c2582b$1c040a20$0200a8c0,JMHALL
non-phishing,3D8E6FE0.9070204,lig.net
non-phishing,1030025538.25487.TMDA,deepeddy.vircio.com
non-phishing,200209290801.g8T81Ng03460,dogma.slashnull.org
non-phishing,200209240800.g8O804C26526,dogma.slashnull.org
non-phishing,AMEPKEBLDJJCCDEJHAMICEHEFIAA.ejw,cse.ucsc.edu
non-phishing,ILEHJNJFPDLMDEKNIAKCCENMCAAA.geege,barrera.org
non-phishing,200209052257.g85MvZm0002050,fsck.intern.waldner.priv.at
non-phishing,20020919171804.GA18065,canonical.org
non-phishing,200210010801.g9181KK15600,dogma.slashnull.org
non-phishing,200210020803.g92833K31821,dogma.slashnull.org
non-phishing,15861948735.20020908113611,magnesium.net
non-phishing,200210070800.g9780gK23263,dogma.slashnull.org
non-phishing,AMEPKEBLDJJCCDEJHAMIOECLFFAA.ejw,cse.ucsc.edu
non-phishing,20020919130825.16f0b1c8.matthias,rpmforge.net
non-phishing,200208281647.22637,malte.stretz.eu.org
non-phishing,200209261532.g8QFWAg25112,dogma.slashnull.org
non-phishing,200210010801.g9181rK15718,dogma.slashnull.org
non-phishing,200209050639.08199.ygingras,ygingras.net
non-phishing,3D653874.8010204,barrera.org
non-phishing,m2u1kvouyj.fsf,maya.dyndns.org
non-phishing,2060000.1012684767,spawn.se7en.org
non-phishing,3D64FC22.4040409,perkel.com
non-phishing,1030879344.19404.2.camel,bobcat.ods.org
non-phishing,20020906103455.432893b2.matthias,egwn.net
non-phishing,AFBBDA1F-D0DD-11D6-A06B-003065F62CD6,whump.com
non-phishing,200210070800.g9780HK23219,dogma.slashnull.org
non-phishing,1032548220.28201.TMDA,deepeddy.vircio.com
non-phishing,1030372078.11075.TMDA,deepeddy.vircio.com
non-phishing,E17ytYR-0005ta-00,rhenium.btinternet.com
non-phishing,DAV758lmnHOBvxb9iJC000016ac,hotmail.com
non-phishing,1034178803.1390.4.camel,samwise.speakeasy.net
non-phishing,200209250803.g8P83iC18354,dogma.slashnull.org
non-phishing,3D67A063.7080502,endeavors.com
non-phishing,3D972433.40804,cse.ucsc.edu
non-phishing,20021003142457.77f1d07b.hosting,j2solutions.net
non-phishing,F66Cl9FopYC98Bi89Qt00000219,hotmail.com
non-phishing,DAV44iC1h1jYhAOylhg00002c4d,hotmail.com
non-phishing,m23cs7u9ew.fsf,maya.dyndns.org
non-phishing,3D64FB27.18538.63DEC17,localhost
non-phishing,200210060800.g9680aK15242,dogma.slashnull.org
non-phishing,200210090800.g9980WK25167,dogma.slashnull.org
non-phishing,1034011232.8419.65.camel,bobcat.ods.org
non-phishing,200209261532.g8QFWag25186,dogma.slashnull.org
non-phishing,3D6CAD7B.6010800,permafrost.net
non-phishing,20020909193637.590BBB1,whatexit.org
non-phishing,20021004002618.1b352b30.matthias,rpmforge.net
non-phishing,3D7793B5.8344A1B5,crystal.ncc.cc.nm.us
non-phishing,17313.1034090473,dimebox.bmc.com
non-phishing,02082705410501.08779,wilson
non-phishing,45130FBE2F203649A4BABDB848A9C9D0032D4D,enterprise.wasptech.com
non-phishing,20020901.lpt.78839000,www.dudex.net
non-phishing,200210010801.g9181AK15558,dogma.slashnull.org
non-phishing,3D87FF0F.1000309,alumni.rice.edu
non-phishing,200210010801.g91814K15535,dogma.slashnull.org
non-phishing,23204.1031891193,dimebox
non-phishing,1032802765.9035.17.camel,Ricardo
non-phishing,3D7C479A.6222.1C08076,localhost
non-phishing,004501c24b99$1a6596a0$0200a8c0,JMHALL
non-phishing,3D9D38DA.1040600,punkass.com
non-phishing,20020829120926.0e6f691e.matthias,egwn.net
non-phishing,5.1.0.14.2.20020905040452.04b51b88,rescomp.stanford.edu
non-phishing,200210010801.g9181lK15699,dogma.slashnull.org
non-phishing,200210040800.g94804K08764,dogma.slashnull.org
non-phishing,016601c26b00$e23f0c70$f2812d40,landshark
non-phishing,200210090800.g9980FK25143,dogma.slashnull.org
non-phishing,200210010801.g9181lK15702,dogma.slashnull.org
non-phishing,3D6C83A6.9040504,ee.ed.ac.uk
non-phishing,200209240800.g8O809C26548,dogma.slashnull.org
non-phishing,200210020800.g9280OK31670,dogma.slashnull.org
non-phishing,200210030801.g9381uK20003,dogma.slashnull.org
non-phishing,3D6A3A5A.CDCD89BB,endeavors.com
non-phishing,3D64FFC4.5010908,perkel.com
non-phishing,200210090800.g9980sK25218,dogma.slashnull.org
non-phishing,200209261531.g8QFVQg25011,dogma.slashnull.org
non-phishing,a05111701b99d817eafff,[209.103.203.34]
non-phishing,p05111a40b9c1d5154087,[66.149.49.6]
non-phishing,200209261529.g8QFTJg24647,dogma.slashnull.org
non-phishing,200210080800.g9880SK06057,dogma.slashnull.org
non-phishing,CBEOLCMMAGMDFDAKHGIBMEOOCLAA.feltman,pacbell.net
non-phishing,3e.23ec2d20.2aae2118,aol.com
non-phishing,3D9B6247.8090205,endeavors.com
non-phishing,20020910152959.093F2A7,whatexit.org
non-phishing,3D89BEA8.4010107,permafrost.net
non-phishing,200209032103.44905.ygingras,ygingras.net
non-phishing,200209260801.g8Q81TC06444,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209042315320.9755-100000,crank.slack.net
non-phishing,3D9862DE.1AE7525D,endeavors.com
non-phishing,OFEGLPGPCHPACFLJPAILIECKECAA.macarthy,iol.ie
non-phishing,200209270801.g8R81tg00992,dogma.slashnull.org
non-phishing,200209021718.NAA12734,blackcomb.panasas.com
non-phishing,200209250800.g8P80HC18045,dogma.slashnull.org
non-phishing,20021002030039.706c6eca.kilroy,kamakiriad.com
non-phishing,200209061500.31306.satimis,writeme.com
non-phishing,004d01c24d3d$20314980$7c640f0a,mfc.corp.mckee.com
non-phishing,p05111a52b98d5a63710c,[66.149.49.6]
non-phishing,20020828164409.8826AC44D,argote.ch
non-phishing,200210030801.g93819K19984,dogma.slashnull.org
non-phishing,E17yjc8-0004NL-01,cpu59.osdn.com
non-phishing,200210020801.g92818K31710,dogma.slashnull.org
non-phishing,20020828062019.Y10668-100000,moon.campus.luth.se
non-phishing,200210020801.g9281UK31734,dogma.slashnull.org
non-phishing,DAV27m1u2mQPoHEpxSf000010f9,hotmail.com
non-phishing,DAV32YiMCIqtQvAauNj00001886,hotmail.com
non-phishing,20020201174132.A8690,cs.helsinki.fi
non-phishing,3D99AC17.6A04F9BB,endeavors.com
non-phishing,m2k7m3rp3t.fsf,maya.dyndns.org
non-phishing,200210100804.g9A84NK14169,dogma.slashnull.org
non-phishing,200209260801.g8Q81VC06461,dogma.slashnull.org
non-phishing,200210100804.g9A848K14140,dogma.slashnull.org
non-phishing,200208281548.21264.matt,nightrealms.com
non-phishing,E17k1Yb-0001UI-00,carbon
non-phishing,1030549201.11428.TMDA,deepeddy.vircio.com
non-phishing,p05111a36b9b545425479,[66.149.49.6]
non-phishing,3D9AB394.F7C2C9A4,eecs.berkeley.edu
non-phishing,200210010801.g9181NK15620,dogma.slashnull.org
non-phishing,5D5CC294-BA08-11D6-837F-000393A46DEA,alumni.caltech.edu
non-phishing,200210080800.g9880SK06054,dogma.slashnull.org
non-phishing,200210010801.g91811K15508,dogma.slashnull.org
non-phishing,13258.1030015585,munnari.OZ.AU
non-phishing,1012959555.17032.17.camel,theshadows.darktech.org
non-phishing,p05111a64b9c10690d9da,[66.149.49.6]
non-phishing,200210080801.g98815K06130,dogma.slashnull.org
non-phishing,200210090801.g99813K25261,dogma.slashnull.org
non-phishing,3D6CC86A.3542.DD1064,localhost
non-phishing,20021008111652.9BE8B40A1,belphegore.hughes-family.org
non-phishing,1030576177.6448.1.camel,localhost.localdomain
non-phishing,200209260801.g8Q81RC06432,dogma.slashnull.org
non-phishing,200209260801.g8Q81QC06426,dogma.slashnull.org
non-phishing,200210030801.g9381hK20000,dogma.slashnull.org
non-phishing,0D443C91DCE9CD40B1C795BA222A729E0188571E,milexc01.maxtor.com
non-phishing,3D72B9D1.20101,barrera.org
non-phishing,1030790671.1963.97.camel,bobcat.ods.org
non-phishing,200209111917.PAA02912,blackcomb.panasas.com
non-phishing,Pine.LNX.4.44.0209062016370.13901-100000,isolnetsux.techmonkeys.net
non-phishing,0dee01c24aac$4e4fd400$7c640f0a,mfc.corp.mckee.com
non-phishing,p05111a1eb9ac6366d2c2,[66.149.49.6]
non-phishing,3D6BEFBB.2030103,Sun.COM
non-phishing,20020923174120.73573065.matthias,egwn.net
non-phishing,20020828143235.A5779,bonzo.nirvana
non-phishing,5305.1031637136,munnari.OZ.AU
non-phishing,20020904151755.0A09E16F1D,example.com
non-phishing,006001c24f74$dc1acde0$e600000a,XENON16
non-phishing,200210060800.g9680EK15206,dogma.slashnull.org
non-phishing,E17iQCm-0003kU-01,cpu59.osdn.com
non-phishing,200210020802.g9282sK31805,dogma.slashnull.org
non-phishing,1030763168.15592.1.camel,localhost.localdomain
non-phishing,000f01c2628a$e71a61f0$0200a8c0,JMHALL
non-phishing,20020921233755.7D8D188D3A,belphegore.hughes-family.org
non-phishing,200209300801.g8U81wg21409,dogma.slashnull.org
non-phishing,55DA5264CE16D41186F600D0B74D6B092472BB,KBS01
non-phishing,ILEHJNJFPDLMDEKNIAKCAEGLCAAA.geege,barrera.org
non-phishing,DAV18rbcAAdkDKKnQ5i000095dc,hotmail.com
non-phishing,m3elc8ri31.fsf,localhost.localdomain
non-phishing,20021001.t5w.10103800,www.dudex.net
non-phishing,20020921233535.5EEF791DC9,belphegore.hughes-family.org
non-phishing,E17ysM1-00048e-00,rhenium.btinternet.com
non-phishing,200208222349.00463.neugens,libero.it
non-phishing,15773384464.20020909103246,magnesium.net
non-phishing,200209240800.g8O80dC26649,dogma.slashnull.org
non-phishing,3D8345B0.85F424CF,endeavors.com
non-phishing,200209261532.g8QFWBg25116,dogma.slashnull.org
non-phishing,200210090800.g9980tK25227,dogma.slashnull.org
non-phishing,200209261531.g8QFVFg24969,dogma.slashnull.org
non-phishing,F125LQfXv4sPLufvdLa000181fb,hotmail.com
non-phishing,OE17BcN7DaJHFzrK0pW0001e900,hotmail.com
non-phishing,Pine.LNX.4.33.0208271708580.10823-100000,watcher.mithral.com
non-phishing,000e01c24c5b$64b78980$0200a8c0,JMHALL
non-phishing,200210010801.g9181BK15564,dogma.slashnull.org
non-phishing,1032995753.27386.88.camel,avalon
non-phishing,200209132329.g8DNTx409571,head-cfa.harvard.edu
non-phishing,5.1.1.6.0.20021007151925.01759548,sancho2.rocinante.com
non-phishing,B9C28892.35FF2%lrivers,realsoftware.com
non-phishing,20020829171046.AAB1816,cas.org
non-phishing,200210010801.g9181aK15673,dogma.slashnull.org
non-phishing,004301c263e3$df487930$0200a8c0,JMHALL
non-phishing,200209011414.g81EEBP05889,eva.local
non-phishing,200210100804.g9A84PK14188,dogma.slashnull.org
non-phishing,001101c24dfb$61b7a2f0$8801020a,brianmay
non-phishing,1034245825.2222.11.camel,sahib
non-phishing,200209290801.g8T81Ig03440,dogma.slashnull.org
non-phishing,9996.1031730908,kanga.nu
non-phishing,3D87331C.4AC53007,endeavors.com
non-phishing,200210070800.g9780fK23257,dogma.slashnull.org
non-phishing,E17wjQZ-0001AP-00,usw-pr-cvs1.sourceforge.net
non-phishing,Pine.LNX.4.44.0209281740430.9924-100000,urgent.rug.ac.be
non-phishing,20020905223153.GB7798,jedi.net
non-phishing,ILEHJNJFPDLMDEKNIAKCIEJKCAAA.geege,barrera.org
non-phishing,200209250803.g8P83iC18348,dogma.slashnull.org
non-phishing,200210080801.g98816K06139,dogma.slashnull.org
non-phishing,200210050800.g9580pK02579,dogma.slashnull.org
non-phishing,200209240800.g8O80YC26608,dogma.slashnull.org
non-phishing,3D69757C.B5046390,endeavors.com
non-phishing,20020829163257.GD10973,misery.proulx.com
non-phishing,1030390769.2768.141.camel,avalon
non-phishing,AMEPKEBLDJJCCDEJHAMIGEAJFIAA.ejw,cse.ucsc.edu
non-phishing,20021003020658.21672EA0A,petting-zoo.net
non-phishing,253B1BDA4E68D411AC3700D0B77FC5F807C0F3EF,patsydan.dublin.hp.com
non-phishing,20020909190139.D5117EA0A,petting-zoo.net
non-phishing,20020206163018.C17717,cs.helsinki.fi
non-phishing,200209261511.g8QFBNg23711,dogma.slashnull.org
non-phishing,3D907351.2B191F58,Golux.Com
non-phishing,3D6E409A.9030605,waider.ie
non-phishing,20020917215126.04E8DEA0A,petting-zoo.net
non-phishing,3D8F52A5.5090709,cse.ucsc.edu
non-phishing,1034193484.20790.116.camel,avalon
non-phishing,ILEHJNJFPDLMDEKNIAKCIEEICAAA.geege,barrera.org
non-phishing,200209261529.g8QFTBg24622,dogma.slashnull.org
non-phishing,002601c24a04$8eea9ca0$0401a8c0,erik
non-phishing,20020921234149.21E8791DC7,belphegore.hughes-family.org
non-phishing,200210011040.01502.eh,mad.scientist.com
non-phishing,200210100804.g9A84QK14197,dogma.slashnull.org
non-phishing,NAEOJLMPJMJDFPLHIOJOGEHBDBAA.bmord,icon-nicholson.com
non-phishing,MABBJEOBGNGLDOCBFDPBAECNDHAA.jkahila,world.std.com
non-phishing,77205735221.20020905231659,magnesium.net
non-phishing,200209261529.g8QFTlg24755,dogma.slashnull.org
non-phishing,200209290801.g8T81Ug03483,dogma.slashnull.org
non-phishing,E17sD3A-0001BG-01,cpu59.osdn.com
non-phishing,200210080800.g98808K06022,dogma.slashnull.org
non-phishing,m2y9act9d2.fsf,maya.dyndns.org
non-phishing,3D9E493F.1070501,permafrost.net
non-phishing,m2k7l0nltn.fsf,maya.dyndns.org
non-phishing,20020905123258.A9886,bonzo.nirvana
non-phishing,NCBBJMBPOKEEKDAILFNGIEBMFEAA.rbfar,ebuilt.com
non-phishing,200209010605.g81653XF010950,orion.dwf.com
non-phishing,Pine.LNX.4.33.0209030813420.3124-100000,hydrogen.leitl.org
non-phishing,Pine.LNX.4.33.0208270442120.15190-100000,hydrogen.leitl.org
non-phishing,5175.1034197500,tatanka
non-phishing,16680971951.20020930182931,magnesium.net
non-phishing,200209160136.g8G1aQk05815,opt.nrl.navy.mil
non-phishing,200208261822.g7QIMk7P005756,turing-police.cc.vt.edu
non-phishing,1033819393.1146.1.camel,rh8.localdomain
non-phishing,200210010801.g9181SK15638,dogma.slashnull.org
non-phishing,E17yWaI-0000ef-00,rhenium.btinternet.com
non-phishing,AMEPKEBLDJJCCDEJHAMIEEGIFFAA.ejw,cse.ucsc.edu
non-phishing,3D77EACB.7040600,sri.com
non-phishing,200210080801.g9881LK06175,dogma.slashnull.org
non-phishing,200209261531.g8QFVlg25057,dogma.slashnull.org
non-phishing,200210090800.g9980GK25148,dogma.slashnull.org
non-phishing,20020903133829.6798116F23,example.com
non-phishing,Pine.LNX.4.33.0209031922540.13303-100000,watcher.mithral.com
non-phishing,E17q2CE-0007te-01,cpu59.osdn.com
non-phishing,20020906175411.GB18326,kluge.net
non-phishing,20020905112414.7262216F22,example.com
non-phishing,5780619972.20020905101703,sandy.ru
non-phishing,F101ZbLAX3cf3ednHM300000284,hotmail.com
non-phishing,200209260801.g8Q81UC06449,dogma.slashnull.org
non-phishing,Pine.BSF.4.44.0208221259380.24381-100000,server1.shellworld.net
non-phishing,a05200a03b9c8054f7303,[209.103.203.17]
non-phishing,yf2elbpwtt7.fsf,proton.pathname.com
non-phishing,20020204145140.C2626,pihlaja.kotilo
non-phishing,E17tITX-0006cZ-00,cpu59.osdn.com
non-phishing,200210080801.g9881KK06167,dogma.slashnull.org
non-phishing,200209261532.g8QFWIg25136,dogma.slashnull.org
non-phishing,DAV31nEMzAUor03u9PH000015ac,hotmail.com
non-phishing,33038.194.125.220.138.1030489896.squirrel,example.com
non-phishing,14735.1030028118,munnari.OZ.AU
non-phishing,20021008093721.4a3ed251.matthias,rpmforge.net
non-phishing,1033696352.2552.3.camel,gandalf
non-phishing,E17kb3l-0002JD-01,cpu59.osdn.com
non-phishing,B9B9558B.DAC3%jamesr,best.com
non-phishing,20020201165435.C11472,cs.helsinki.fi
non-phishing,200210010801.g9181AK15561,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209301737140.13187-100000,hydrogen.leitl.org
non-phishing,5520000.1033682218,spawn.se7en.org
non-phishing,200209270801.g8R81bg00949,dogma.slashnull.org
non-phishing,200210080800.g9880VK06075,dogma.slashnull.org
non-phishing,200209100611.CAA13807,blackcomb.panasas.com
non-phishing,20021009224706.5996f983.matthias,rpmforge.net
non-phishing,20020905235013.GC887,calm.mc
non-phishing,017a01c26df9$53df69b0$0cb2fad8,DWM1
non-phishing,akibm9+p9t4,eGroups.com
non-phishing,20021009152844.A20454,canarsie.horizonlive.com
non-phishing,Pine.GSO.4.30L.0209092153400.6550-100000,multics.mit.edu
non-phishing,Pine.BSO.4.44.0208221524380.28231-100000,crank.slack.net
non-phishing,20020204165314.389e52ec.matthias,egwn.net
non-phishing,200209290801.g8T81Og03466,dogma.slashnull.org
non-phishing,20020906010437.67707f3f.papier,tuxfan.net
non-phishing,m2k7kzjtr3.fsf,maya.dyndns.org
non-phishing,200209270801.g8R81bg00941,dogma.slashnull.org
non-phishing,20020902073057.GT1757,jinny.ie
non-phishing,200210060800.g9680YK15225,dogma.slashnull.org
non-phishing,E17k2Nf-000447-00,tungsten.btinternet.com
non-phishing,1030396738.2767.162.camel,avalon
non-phishing,31C6D68FA597D411B04D00E02965883BD239FD,mailhost
non-phishing,005201c260dc$ab1580e0$0200a8c0,JMHALL
non-phishing,200210010801.g9181sK15722,dogma.slashnull.org
non-phishing,3D85326C.7010801,lig.net
non-phishing,20020828004215.4bca2588.matthias,rpmforge.net
non-phishing,NEBBKLEDELIODOCJHLPCGEOHNCAA.mgm,starlingtech.com
non-phishing,Pine.BSO.4.44.0210081911530.15081-100000,crank.slack.net
non-phishing,0b3901c2635c$ab557240$640a000a,golden
non-phishing,E17rU6A-00067H-01,cpu59.osdn.com
non-phishing,20020911202630.348DD2FEAB,joseph.doink.com
non-phishing,E17yW4C-00077t-00,nestle.ai.mit.edu
non-phishing,3DA4671F.3030501,endeavors.com
non-phishing,1032284209.2347.186.camel,towel.boston.ximian.com
non-phishing,200210060800.g9680aK15245,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209051601200.22237-100000,watcher.mithral.com
non-phishing,20020911195312.92D352FEAB,joseph.doink.com
non-phishing,receipt-6628399,mx1.yipes.com
non-phishing,20021002224504.13c35679.matthias,rpmforge.net
non-phishing,200209240800.g8O80BC26566,dogma.slashnull.org
non-phishing,20020830070306.GA7959,amadeus.home
non-phishing,200209300800.g8U80Cg21167,dogma.slashnull.org
non-phishing,002201c25fae$ee1188f0$7c00a8c0,cover.it
non-phishing,E17yaWz-0002dB-00,protactinium.btinternet.com
non-phishing,20021009042734.049ea20e.kilroy,kamakiriad.com
non-phishing,001601c25b31$80d2d0e0$7c640f0a,mfc.corp.mckee.com
non-phishing,200210070800.g9780pK23307,dogma.slashnull.org
non-phishing,13711665921.20020824144120,cyborgnation.org
non-phishing,20020828004215.4bca2588.matthias,rpmforge.net
non-phishing,200209290801.g8T81Hg03428,dogma.slashnull.org
non-phishing,200210040800.g9480eK08814,dogma.slashnull.org
non-phishing,1031783038.19376.TMDA,omega.paradigm-omega.net
non-phishing,20020207002914.H12825,pihlaja.kotilo
non-phishing,1032813374.21921.43.camel,avalon
non-phishing,20020905163128.A3322,greenhydrant.com
non-phishing,200209260801.g8Q81VC06464,dogma.slashnull.org
non-phishing,p05111a10b98ef708270d,[66.149.49.6]
non-phishing,200210040800.g94805K08772,dogma.slashnull.org
non-phishing,200210050800.g9580YK02547,dogma.slashnull.org
non-phishing,20020829165117.A16258,prodigy.Redbrick.DCU.IE
non-phishing,20021008100959.GL11235,linuxmafia.com
non-phishing,200210010800.g91806K15328,dogma.slashnull.org
non-phishing,Vk$KpqAZNoZ9EAV1,jblaptop.voidstar.com
non-phishing,Pine.BSO.4.44.0209120142570.8288-100000,crank.slack.net
non-phishing,200209261532.g8QFWJg25142,dogma.slashnull.org
non-phishing,200210100804.g9A848K14131,dogma.slashnull.org
non-phishing,200208291701.27688,malte.stretz.eu.org
non-phishing,000c01c2552f$11748cf0$10a87dc2,desktop
non-phishing,9FD20548-BEEE-11D6-88BE-00039344DDD6,ordersomewherechaos.com
non-phishing,200209261532.g8QFWBg25120,dogma.slashnull.org
non-phishing,200209300801.g8U81og21385,dogma.slashnull.org
non-phishing,200209092111.g89LBH703076,lin12.triumf.ca
non-phishing,3D72B9D1.20101,barrera.org
non-phishing,200209250800.g8P80LC18073,dogma.slashnull.org
non-phishing,200210041828.LAA06042,maltesecat
non-phishing,NCBBJMBPOKEEKDAILFNGOEBKFEAA.rbfar,ebuilt.com
non-phishing,p05111a01b9aefb31e69a,[63.173.138.142]
non-phishing,200209261527.g8QFRgg24226,dogma.slashnull.org
non-phishing,A9AEB614-BAE8-11D6-AD60-003065C182B0,radparker.com
non-phishing,200209250803.g8P83hC18339,dogma.slashnull.org
non-phishing,1030053252.9051.TMDA,deepeddy.vircio.com
non-phishing,1030572601.1643.26.camel,bobcat.ods.org
non-phishing,200210030802.g93820K20019,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0208261744120.5669-100000,watcher.mithral.com
non-phishing,200210010801.g9181YK15658,dogma.slashnull.org
non-phishing,1271ABB6-DC18-11D6-B3AB-0030657C53EA,ianbell.com
non-phishing,20020902100017.GB2041,bagend.makalumedia.com
non-phishing,006301c25393$398af0a0$b10aa8c0,pbp.net
non-phishing,Pine.LNX.4.44.0210081140130.18762-100000,chip.ath.cx
non-phishing,3D72A81A.1010901,barrera.org
non-phishing,E17oaIC-0002fV-01,cpu59.osdn.com
non-phishing,20020905221736.822B53942,sitemail.everyone.net
non-phishing,E17ytUl-0005ta-00,rhenium.btinternet.com
non-phishing,20020906052208.C3692A3C5E,belphegore.hughes-family.org
non-phishing,200210030802.g9382ZK20049,dogma.slashnull.org
non-phishing,1030567825.3271.TMDA,omega.paradigm-omega.net
non-phishing,3D6A488C.7000609,barrera.org
non-phishing,ff.1e413a9d.2ac06a89,aol.com
non-phishing,200210010801.g9181BK15570,dogma.slashnull.org
non-phishing,20020910004617.GB1045,ibu.internal.qu.to
